first_name,second_name,goals_scored,assists,minutes,influence,threat,now_cost
Folarin,Balogun,0,0,0,0.0,0.0,44
Cédric,Alves Soares,0,0,59,2.0,0.0,38
Mohamed,Elneny,0,1,25,4.0,10.0,44
Fábio,Ferreira Vieira,1,3,290,82.8,85.0,54
Gabriel,dos Santos Magalhães,3,1,3042,675.8,379.0,54
Kai,Havertz,13,10,2627,763.2,1027.0,76
Gabriel,Fernando de Jesus,4,7,1470,364.8,756.0,77
Jorge Luiz,Frello Filho,0,2,913,165.4,16.0,53
Jakub,Kiwior,1,3,942,228.8,90.0,40
Marcus,Oliveira Alencar,0,0,0,0.0,0.0,45
Gabriel,Martinelli Silva,6,5,2010,500.4,795.0,75
Eddie,Nketiah,5,4,1065,235.0,417.0,50
Martin,Ødegaard,8,11,3098,910.4,757.0,86
Thomas,Partey,0,0,785,117.6,37.0,48
Nicolas,Pépé,0,0,0,0.0,0.0,49
Aaron,Ramsdale,0,0,540,73.2,0.0,45
Rúnar Alex,Rúnarsson,0,0,0,0.0,0.0,40
Bukayo,Saka,16,12,2922,1093.8,1342.0,88
William,Saliba,2,1,3420,697.2,140.0,59
Emile,Smith Rowe,0,2,343,62.4,128.0,53
Kieran,Tierney,0,0,0,0.0,0.0,44
Takehiro,Tomiyasu,2,1,1140,247.0,143.0,45
Leandro,Trossard,12,2,1633,563.6,746.0,66
Benjamin,White,4,5,2987,765.8,234.0,61
Granit,Xhaka,0,0,0,0.0,0.0,60
Oleksandr,Zinchenko,1,2,1717,395.4,133.0,50
David,Raya Martin,0,0,2880,413.0,0.0,53
Declan,Rice,7,9,3225,959.4,451.0,55
Reiss,Nelson,0,0,256,42.8,39.0,48
Jurriën,Timber,0,0,70,5.8,2.0,46
Karl,Hein,0,0,0,0.0,0.0,40
Charles,Sagoe,0,0,0,0.0,0.0,45
Reuell,Walters,0,0,0,0.0,0.0,40
Bradley,Ibrahim,0,0,0,0.0,0.0,45
Myles,Lewis-Skelly,0,0,0,0.0,0.0,45
Ethan,Nwaneri,0,0,13,2.0,4.0,45
Mauro,Bandeira,0,0,0,0.0,0.0,45
James,Sweet,0,0,0,0.0,0.0,40
Alexandre,Moreno Lopera,2,0,1024,217.8,152.0,49
Leon,Bailey,10,11,2063,663.2,623.0,54
Emiliano,Buendía Stati,0,0,0,0.0,0.0,57
Matty,Cash,2,2,2138,465.2,378.0,45
Calum,Chambers,0,1,149,39.0,0.0,38
Philippe,Coutinho Correia,0,0,24,4.0,12.0,58
Keinan,Davis,0,0,0,0.0,0.0,49
Leander,Dendoncker,1,1,118,59.2,37.0,49
Diego Carlos,Santos Silva,0,0,1809,370.4,100.0,44
Lucas,Digne,1,4,2405,448.4,200.0,46
Douglas Luiz,Soares de Paulo,9,5,2994,761.8,381.0,54
Jhon,Durán,5,1,461,190.2,165.0,50
Kortney,Hause,0,0,0,0.0,0.0,39
Tim,Iroegbunam,0,0,157,18.6,0.0,44
Boubacar,Kamara,0,1,1653,256.2,44.0,50
Ezri,Konsa Ngoyo,1,1,3069,554.4,223.0,45
Emiliano,Martínez Romero,0,0,3015,802.0,0.0,52
John,McGinn,6,5,3000,640.4,360.0,53
Tyrone,Mings,0,0,30,3.6,5.0,41
Robin,Olsen,0,0,405,194.6,0.0,39
Jaden,Philogene-Bidace,0,0,3,0.4,2.0,45
Jacob,Ramsey,1,1,848,124.0,182.0,59
Morgan,Sanson,0,0,0,0.0,0.0,45
Viljami,Sinisalo,0,0,0,0.0,0.0,40
Youri,Tielemans,2,6,1613,369.2,136.0,56
Bertrand,Traoré,0,0,10,3.0,0.0,50
Ollie,Watkins,19,18,3222,1024.6,1420.0,89
Wesley,Moraes Ferreira da Silva,0,0,0,0.0,0.0,50
Pau,Torres,2,0,2462,479.4,135.0,46
Moussa,Diaby,6,11,2168,515.4,675.0,63
Omari,Kellyman,0,0,35,2.6,2.0,45
Filip,Marschall,0,0,0,0.0,0.0,40
Nicolò,Zaniolo,2,0,824,146.8,357.0,54
Oliwier,Zych,0,0,0,0.0,0.0,40
Clément,Lenglet,0,1,1153,250.6,103.0,45
Sam,Proctor,0,0,0,0.0,0.0,40
Tommi,O'Reilly,0,0,0,0.0,0.0,45
James,Wright,0,0,0,0.0,0.0,40
Kaine,Kesler-Hayden,0,0,5,0.0,0.0,40
Morgan,Rogers,3,1,636,177.8,150.0,50
Joe,Gauci,0,0,0,0.0,0.0,39
Finley,Munroe,0,0,3,0.0,0.0,40
Kadan,Young,0,0,0,0.0,0.0,45
Lander,Emery,0,0,0,0.0,0.0,40
Jaidon,Anthony,0,0,151,9.0,16.0,49
Philip,Billing,2,3,1385,304.2,267.0,51
David,Brooks,1,1,271,88.2,113.0,47
Ryan,Christie,0,5,2908,620.2,351.0,50
Lewis,Cook,0,3,2787,520.2,67.0,48
Siriki,Dembélé,0,0,0,0.0,0.0,45
Ryan,Fredericks,0,0,0,0.0,0.0,43
James,Hill,0,0,74,32.6,0.0,40
Lloyd,Kelly,0,1,1553,279.0,48.0,45
Gavin,Kilkenny,0,0,0,0.0,0.0,43
Justin,Kluivert,7,1,1910,362.2,619.0,46
Jamal,Lowe,0,0,0,0.0,0.0,49
Emiliano,Marcondes,0,0,0,0.0,0.0,43
Chris,Mepham,0,1,613,142.6,27.0,43
Kieffer,Moore,1,0,100,37.4,81.0,46
Norberto,Murara Neto,0,0,2880,875.2,0.0,46
Dango,Ouattara,1,2,1214,298.4,332.0,47
Ben,Pearson,0,0,0,0.0,0.0,45
Darren,Randolph,0,0,0,0.0,0.0,39
Joe,Rothwell,0,0,380,45.8,5.0,48
Antoine,Semenyo,8,4,2099,506.8,748.0,45
Marcos,Senesi,4,5,2239,735.0,147.0,44
Adam,Smith,0,3,2148,336.4,27.0,44
Dominic,Solanke,19,3,3325,902.0,1348.0,69
Marcus,Tavernier,3,4,2118,468.4,460.0,50
Hamed,Traorè,0,0,44,12.8,30.0,47
Mark,Travers,0,0,360,92.6,0.0,40
Illia,Zabarnyi,1,0,3330,686.0,117.0,44
Milos,Kerkez,0,2,1966,310.0,150.0,44
Ionuț,Radu,0,0,180,33.0,0.0,43
Ben,Greenwood,0,0,0,0.0,0.0,40
Max,Aarons,0,1,1233,179.6,27.0,44
Alex,Scott,1,1,1003,197.0,116.0,49
Tyler,Adams,0,0,118,24.6,10.0,49
Luis,Sinisterra,2,2,685,221.4,343.0,55
Romain,Faivre,0,0,37,5.0,13.0,50
Max,Kinsey,0,0,0,0.0,0.0,40
Enes,Ünal,2,4,317,142.4,242.0,50
Dominic,Sadi,0,0,1,0.0,0.0,45
Michael,Dacosta Gonzalez,0,0,0,0.0,0.0,45
Callan,McKenna,0,0,0,0.0,0.0,40
Kristoffer,Ajer,2,1,1826,406.8,223.0,44
Ellery,Balcombe,0,0,0,0.0,0.0,39
Shandon,Baptiste,1,1,222,92.4,60.0,43
Mads,Bech Sørensen,0,0,0,0.0,0.0,40
Mads,Bidstrup,0,0,0,0.0,0.0,45
Sergi,Canós Tenés,0,0,0,0.0,0.0,50
Nathan,Collins,1,1,2649,653.8,180.0,45
Matthew,Cox,0,0,0,0.0,0.0,40
Mikkel,Damsgaard,0,4,829,162.6,103.0,48
Josh,Dasilva,0,0,22,6.8,14.0,47
Halil,Dervişoğlu,0,0,0,0.0,0.0,45
Mark,Flekken,0,1,3285,921.2,0.0,47
Charlie,Goode,0,0,0,0.0,0.0,39
Rico,Henry,0,1,401,72.8,17.0,42
Aaron,Hickey,0,0,713,66.6,37.0,43
Vitaly,Janelt,1,4,3054,503.4,285.0,52
Mathias,Jensen,3,4,2201,481.2,135.0,52
Keane,Lewis-Potter,3,2,1428,280.0,573.0,47
Bryan,Mbeumo,9,7,1957,554.2,576.0,68
Ben,Mee,2,1,1272,334.8,118.0,47
Christian,Nørgaard,2,1,2504,501.8,316.0,52
Frank,Onyeka,1,2,1147,259.0,189.0,49
Ethan,Pinnock,2,0,2521,653.2,221.0,45
Mads,Roerslev Rasmussen,1,2,1975,382.0,94.0,44
Kevin,Schade,2,2,327,105.8,100.0,52
Thomas,Strakosha,0,0,135,42.8,0.0,39
Ivan,Toney,4,3,1449,289.6,524.0,77
Ryan,Trevitt,0,0,0,0.0,0.0,45
Yoane,Wissa,12,4,2488,592.8,769.0,57
Yegor,Yarmoliuk,0,0,670,98.4,127.0,42
Mathias,Jorgensen,1,0,1086,216.0,90.0,43
Neal,Maupay,6,3,1417,325.8,568.0,49
Sergio,Reguilón,0,6,1524,390.2,111.0,45
Michael,Olakigbe,0,0,51,4.8,27.0,45
Ethan,Brierley,0,0,0,0.0,0.0,45
Saman,Ghoddos,1,0,728,139.8,45.0,45
Ji-Soo,Kim,0,0,0,0.0,0.0,40
Valintino,Adedokun,0,0,0,0.0,0.0,40
Myles,Peart-Harris,0,0,11,2.2,2.0,45
Vincent,Angelini,0,0,0,0.0,0.0,40
Hákon,Valdimarsson,0,0,0,0.0,0.0,40
Benjamin,Fredrick,0,0,0,0.0,0.0,40
Benjamin,Arthur,0,0,0,0.0,0.0,40
Yunus,Konak,0,0,0,0.0,0.0,45
Simon,Adingra,6,1,2220,477.6,751.0,50
Steven,Alzate,0,0,0,0.0,0.0,44
Yasin,Ayari,0,0,0,0.0,0.0,45
Facundo,Buonanotte,3,1,1356,254.8,238.0,47
Aaron,Connolly,0,0,0,0.0,0.0,45
Mahmoud,Dahoud,0,1,449,70.4,24.0,48
Lewis,Dunk,3,1,2869,823.0,389.0,52
Julio,Enciso,0,2,468,81.0,157.0,50
Pervis,Estupiñán,2,3,1242,350.8,156.0,47
Evan,Ferguson,6,1,1356,275.0,393.0,57
Billy,Gilmour,0,3,2116,291.4,104.0,48
Pascal,Groß,4,11,3112,988.6,434.0,61
João Pedro,Junqueira de Jesus,9,3,2037,622.4,932.0,52
Michał,Karbownik,0,0,0,0.0,0.0,40
Kacper,Kozłowski,0,0,0,0.0,0.0,45
Adam,Lallana,0,1,839,83.0,130.0,49
Tariq,Lamptey,0,3,908,144.6,60.0,39
Solly,March,3,1,555,197.4,139.0,61
Tom,McGill,0,0,0,0.0,0.0,39
James,Milner,0,2,770,152.8,61.0,48
Kaoru,Mitoma,3,7,1485,327.6,636.0,64
Jakub,Moder,0,0,608,87.2,84.0,44
Jeremy,Sarmiento Morante,0,0,0,0.0,0.0,45
Kjell,Scherpen,0,0,0,0.0,0.0,40
Jason,Steele,0,0,1530,382.2,0.0,40
Deniz,Undav,0,0,0,0.0,0.0,55
Jan Paul,van Hecke,0,0,2368,631.8,175.0,40
Joël,Veltman,1,1,1579,320.8,98.0,43
Bart,Verbruggen,0,0,1890,541.4,0.0,44
Adam,Webster,0,0,1142,252.2,54.0,42
Danny,Welbeck,5,4,1687,326.2,492.0,57
Andi,Zeqiri,0,0,0,0.0,0.0,44
Igor Julio,dos Santos de Paulo,0,0,1631,297.8,23.0,43
Jack,Hinshelwood,3,0,866,200.2,230.0,45
Carlos,Baleba,0,0,1314,179.8,72.0,45
Anssumane,Fati Vieira,2,1,509,121.4,292.0,64
Mark,O’Mahony,0,0,61,6.0,6.0,45
Benicio,Baker-Boaitey,0,0,37,4.6,4.0,45
Ben,Jackson,0,0,0,0.0,0.0,40
Joshua,Duffus,0,0,0,0.0,0.0,44
Leigh,Kavanagh,0,0,0,0.0,0.0,40
Luca,Barrington,0,0,0,0.0,0.0,45
Cameron,Peupion,0,0,0,0.0,0.0,45
Valentín,Barco,0,0,307,44.8,39.0,40
Samy,Chouchane,0,0,0,0.0,0.0,45
Odeluga,Offiah,0,0,126,6.4,4.0,40
Noël,Atom,0,0,0,0.0,0.0,40
Enock,Agyei,0,0,0,0.0,0.0,42
Ameen,Al-Dakhil,1,0,1055,193.0,84.0,38
Samuel,Bastien,0,0,0,0.0,0.0,49
Manuel Benson,Hedilazio,0,0,110,17.6,30.0,52
Jordan,Beyer,0,1,1234,330.8,35.0,39
Josh,Brownhill,4,2,2248,499.0,234.0,47
Darko,Churlinov,0,0,0,0.0,0.0,44
Jack,Cork,0,0,25,4.2,2.0,48
Dara,Costelloe,0,0,0,0.0,0.0,45
Josh,Cullen,2,4,2055,458.0,106.0,50
CJ,Egan-Riley,0,0,0,0.0,0.0,39
Hjalmar,Ekdal,0,0,436,76.6,15.0,39
Lyle,Foster,5,3,1898,364.2,467.0,47
Denis,Franchi,0,0,0,0.0,0.0,39
Jóhann Berg,Gudmundsson,1,3,1185,234.6,158.0,48
Luke,McNally,0,0,0,0.0,0.0,40
Arijanet,Muric,0,0,900,513.0,0.0,43
Dara,O'Shea,3,4,2892,772.0,213.0,44
Michael,Obafemi,0,0,19,0.0,17.0,49
Bailey,Peacock-Farrell,0,0,0,0.0,0.0,40
Connor,Roberts,0,1,817,142.8,12.0,43
Jay,Rodriguez,2,1,811,138.8,232.0,53
Charlie,Taylor,1,1,2329,395.6,59.0,39
Bobby,Thomas,0,0,0,0.0,0.0,40
Scott,Twine,0,0,0,0.0,0.0,49
Lawrence,Vigouroux,0,0,0,0.0,0.0,39
Victor,da Silva,0,3,2311,305.4,228.0,44
Wout,Weghorst,0,0,0,0.0,0.0,55
Anass,Zaroury,0,0,149,6.8,19.0,46
David Datro,Fofana,4,1,876,212.0,273.0,50
Sander,Berge,1,2,3002,533.6,161.0,46
Zeki,Amdouni,5,1,1953,372.8,509.0,51
James,Trafford,0,0,2520,903.6,0.0,44
Nathan,Redmond,0,0,132,23.8,18.0,47
Luca,Koleosho,1,2,972,86.8,213.0,48
Jacob,Bruun Larsen,6,0,1235,335.8,448.0,48
Owen,Dodgson,0,0,0,0.0,0.0,40
Wilson,Odobert,3,4,2095,331.0,445.0,50
Hannes,Delcroix,0,0,584,110.0,42.0,40
Aaron,Ramsey,0,0,522,51.2,53.0,50
Han-Noah,Massengo,0,0,14,2.8,0.0,49
Mike,Trésor,0,0,410,44.4,24.0,52
Lorenz,Assignon,1,2,1235,270.2,119.0,40
Maxime,Esteve,0,0,1310,229.2,29.0,40
Moisés,Caicedo Corozo,1,3,2865,613.6,68.0,45
Robert,Sánchez,0,0,1433,450.6,0.0,45
Ethan,Ampadu,0,0,0,0.0,0.0,40
Andrey,Nascimento dos Santos,0,0,7,0.0,3.0,42
Kepa,Arrizabalaga,0,0,0,0.0,0.0,50
Pierre-Emerick,Aubameyang,0,0,0,0.0,0.0,65
César,Azpilicueta,0,0,0,0.0,0.0,45
Abdul Rahman,Baba,0,0,0,0.0,0.0,40
Benoît,Badiashile,0,1,1337,336.4,51.0,44
Marcus,Bettinelli,0,0,0,0.0,0.0,40
Trevoh,Chalobah,1,0,949,250.8,38.0,43
Ben,Chilwell,0,2,752,128.4,139.0,54
Carney,Chukwuemeka,1,1,222,78.4,52.0,42
Levi,Colwill,1,1,1794,394.6,163.0,46
Marc,Cucurella Saseta,0,3,1783,384.4,122.0,49
Enzo,Fernández,3,3,2208,527.2,369.0,48
Wesley,Fofana,0,0,0,0.0,0.0,44
Conor,Gallagher,5,8,3129,754.8,401.0,54
Malo,Gusto,0,6,1746,434.8,174.0,43
Reece,James,0,2,416,137.4,61.0,53
Romelu,Lukaku Bolingoli,0,0,0,0.0,0.0,68
Noni,Madueke,5,3,1044,341.6,401.0,53
Mykhailo,Mudryk,5,5,1564,347.2,420.0,63
Nicolas,Jackson,14,6,2801,783.8,1098.0,70
Christopher,Nkunku,3,0,437,134.6,222.0,72
Christian,Pulisic,0,0,0,0.0,0.0,55
Malang,Sarr,0,0,0,0.0,0.0,43
Gabriel,Słonina,0,0,0,0.0,0.0,40
Raheem,Sterling,8,8,1972,502.8,747.0,68
Thiago,Emiliano da Silva,3,1,2525,797.0,165.0,50
Hakim,Ziyech,0,0,0,0.0,0.0,54
Cole,Palmer,22,13,2617,1240.2,1016.0,63
Ângelo Gabriel,Borges Damaceno,0,0,0,0.0,0.0,50
Ian,Maatsen,0,0,200,29.4,29.0,51
Axel,Disasi,2,0,2579,573.2,172.0,49
Lesley,Ugochukwu,0,0,296,60.8,4.0,44
Mason,Burstow,0,0,8,0.4,2.0,45
Lucas,Bergström,0,0,0,0.0,0.0,39
Roméo,Lavia,0,0,32,3.6,0.0,49
Bashir,Humphreys,0,0,0,0.0,0.0,40
Deivid Washington,de Souza Eugênio,0,0,11,0.0,4.0,45
Eddie,Beach,0,0,0,0.0,0.0,40
Diego Manuel Jadon,da Silva Moreira,0,0,0,0.0,0.0,45
Đorđe,Petrović,0,0,1986,567.8,0.0,47
Alfie,Gilchrist,1,0,200,70.6,33.0,40
Ronnie,Stutter,0,0,0,0.0,0.0,45
Alex,Matos,0,0,1,0.0,0.0,45
Josh,Brooking,0,0,0,0.0,0.0,40
Leo,Castledine,0,0,0,0.0,0.0,45
Cesare,Casadei,0,0,71,19.8,2.0,45
Ishé,Samuels-Smith,0,0,0,0.0,0.0,40
Ollie,Harrison,0,0,0,0.0,0.0,45
Jimi,Tauriainen,0,0,1,0.0,0.0,45
Josh,Acheampong,0,0,5,15.0,0.0,40
Teddy,Sharman-Lowe,0,0,0,0.0,0.0,40
Tyrique,George,0,0,0,0.0,0.0,45
Kiano,Dyer,0,0,0,0.0,0.0,45
Ted,Curd,0,0,0,0.0,0.0,40
Zak,Sturge,0,0,0,0.0,0.0,40
Rob,Holding,0,0,0,0.0,0.0,43
Naouirou,Ahamada,0,0,332,41.2,61.0,43
Joachim,Andersen,2,3,3416,873.6,253.0,47
Jordan,Ayew,4,7,2540,517.6,550.0,53
Nathaniel,Clyne,0,1,1335,179.6,21.0,43
Cheick,Doucouré,0,0,920,165.8,36.0,48
Malcolm,Ebiowei,0,0,0,0.0,0.0,44
Odsonne,Edouard,7,0,1545,359.6,663.0,53
Eberechi,Eze,11,5,2054,740.4,735.0,60
Vicente,Guaita,0,0,0,0.0,0.0,44
Marc,Guéhi,0,1,2020,417.8,35.0,42
Will,Hughes,0,2,1886,319.2,67.0,49
Sam,Johnstone,0,0,1796,321.4,0.0,43
Jefferson,Lerma Solís,1,1,2399,417.6,240.0,47
Jean-Philippe,Mateta,16,7,2274,775.0,741.0,51
Remi,Matthews,0,0,3,1.0,0.0,39
Tyrick,Mitchell,2,3,3204,669.8,209.0,45
Jake,O'Brien,0,0,0,0.0,0.0,40
Michael,Olise,10,6,1272,627.6,556.0,57
Luke,Plange,0,0,0,0.0,0.0,45
Chris,Richards,1,1,2091,456.2,108.0,39
Jairo,Riedewald,0,0,228,24.6,14.0,43
Jeffrey,Schlupp,2,2,1340,279.8,229.0,48
James,Tomkins,0,0,8,3.0,0.0,39
Joel,Ward,0,1,1978,348.2,41.0,45
Joe,Whitworth,0,0,0,0.0,0.0,39
Dean,Henderson,0,0,1620,434.8,0.0,44
Matheus,França de Oliveira,0,2,224,36.4,53.0,48
Jesurun,Rak-Sakyi,0,0,132,23.2,58.0,45
John-Kymani,Gordon,0,0,0,0.0,0.0,45
Ademola,Ola-Adebomi,0,0,0,0.0,0.0,45
David,Ozoh,0,0,148,25.2,0.0,45
Jadan,Raymond,0,0,0,0.0,0.0,45
Tayo,Adaramola,0,0,0,0.0,0.0,40
Daniel,Muñoz,0,4,1440,331.0,119.0,45
Adam,Wharton,0,3,1296,255.0,29.0,50
Franco,Umeh-Chibueze,0,0,0,0.0,0.0,45
Kaden,Rodney,0,0,0,0.0,0.0,45
Roshaun,Mathurin,0,0,0,0.0,0.0,44
André,Tavares Gomes,1,0,505,72.8,81.0,44
Jarrad,Branthwaite,3,1,3116,789.4,185.0,45
Dominic,Calvert-Lewin,7,3,2166,403.0,901.0,58
Seamus,Coleman,0,0,661,108.6,6.0,44
Dele,Alli,0,0,0,0.0,0.0,48
Abdoulaye,Doucouré,7,3,2632,462.4,687.0,55
James,Garner,1,2,3001,526.6,244.0,49
Jean-Philippe,Gbamin,0,0,0,0.0,0.0,44
Ben,Godfrey,0,0,1120,221.4,156.0,43
Demarai,Gray,0,0,0,0.0,0.0,53
Idrissa,Gueye,4,0,1885,406.8,154.0,48
Michael,Keane,1,0,437,108.2,92.0,42
Dwight,McNeil,3,8,2891,615.4,400.0,54
Vitalii,Mykolenko,2,1,2469,517.4,211.0,45
Amadou,Onana,2,0,2085,354.0,254.0,47
Nathan,Patterson,0,2,1000,207.2,26.0,43
Jordan,Pickford,0,0,3420,969.2,0.0,48
Ellis,Simms,0,0,0,0.0,0.0,45
James,Tarkowski,1,1,3420,915.4,320.0,46
João,Neves Virgínia,0,0,0,0.0,0.0,39
Andy,Lonergan,0,0,0,0.0,0.0,39
Ashley,Young,0,1,2277,284.8,87.0,44
Arnaut,Danjuma Groeneveld,1,0,587,73.6,271.0,52
Lewis,Dobbin,1,0,226,68.4,59.0,45
Youssef,Ramalho Chermiti,0,0,196,19.2,84.0,48
Thomas,Cannon,0,0,1,0.0,0.0,45
Tyler,Onyango,0,0,1,0.0,0.0,44
Jack,Harrison,3,3,2212,397.4,339.0,55
Norberto Bercique,Gomes Betuncal,3,0,943,158.8,425.0,57
Mackenzie,Hunt,0,0,0,0.0,0.0,45
Jenson,Metcalfe,0,0,0,0.0,0.0,45
Elijah,Campbell,0,0,0,0.0,0.0,40
Lewis,Warrington,0,0,1,0.0,0.0,45
Billy,Crellin,0,0,0,0.0,0.0,40
Armando,Broja,1,2,529,75.6,152.0,49
Alex,Iwobi,5,2,2331,504.2,534.0,53
Andreas,Hoelgebaum Pereira,3,9,2611,503.6,417.0,53
Tom,Cairney,1,6,1472,335.2,170.0,49
Ivan,Neves Abreu Cavaleiro,0,0,0,0.0,0.0,50
Bobby,De Cordova-Reid,6,3,1410,330.6,325.0,52
